movieNm,openDt,view
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,20210915,199726
극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,20200820,123329
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,20181219,353012
극장판 천재 추리 탐정 셜록홈즈,20220127,5716
극장판 콩순이: 장난감나라 대모험,20210505,77990
극장판 쿠로코의 농구 라스트 게임,20170427,63594
극장판 타오르지마 버스터-블랙어썰트의 귀환,20191205,15220
극장판 테니스의 왕자 : 영국식 테니스성 결전,20111215,1842
극장판 토리코 : 미식신의 스페셜메뉴,20131128,12635
극장판 토미카 하이퍼레스큐 드라이브헤드,20181003,6719
극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,20181206,8779
"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",20141002,215046
극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,20151126,100151
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,20161103,64729
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,20171109,65992
극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,20121213,110771
극장판 페어리 테일: 드래곤 크라이,20180531,5295
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,20210225,6306
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,20210826,5694
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,20101223,375096
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,20140813,74346
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,20150114,233347
극장판 포켓몬스터 너로 정했다!,20171221,509555
극장판 포켓몬스터 모두의 이야기,20181219,194692
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,20200930,97398
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,20111222,293895
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20111222,359771
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",20140109,321602
극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,20121219,287975
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,20121219,348991
"극장판 포켓몬스터: 정글의 아이, 코코",20210915,213913
극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20180606,183421
극장판 푸른 강철의 아르페지오 - 아르스 노바 - DC,20150618,1777
극장판 푸른 강철의 아르페지오 -아르스 노바- 카덴차,20160804,1282
극장판 프랭키와 친구들: 생명의 나무,20160413,56860
극장판 프리! - 테이크 유어 마크 -,20180412,23148
극장판 프리! – 타임리스 메들리 - 약속,20180412,1327
극장판 프리! – 타임리스 메들리 - 인연,20180412,1279
극장판 프리즘스톤 올스타 셀렉션,20160707,9629
극장판 프리파라 모두 모여라! 프리즘☆투어즈,20161013,33091
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,20171228,56697
극장판 헌터X헌터 : 더 라스트 미션,20140522,1176
극장판 헌터X헌터 : 팬텀루즈,20130627,2988
극장판 헬로카봇 : 달나라를 구해줘!,20190904,591106
극장판 헬로카봇 : 백악기 시대,20180801,880776
극장판 헬로카봇: 옴파로스 섬의 비밀,20190131,575362
극장판: 타이거 앤 버니,20130228,3977
극장판: 타이거 앤 버니 -더 라이징-,20140619,2197
극장판파워레인저 엔진포스VS 와일드스피릿,20100107,135498
극적인 하룻밤,20151203,321641
극한직업,20190123,16266338
글래디에이터: 로마 영웅 탄생의 비밀 3D,20130314,44441
글래디에이터: 로마 영웅 탄생의 비밀 3D 확장 감독판,20130725,1170
글래스,20190117,466475
글래스톤베리,20060914,1809
글러브,20110120,1887733
글로리데이,20160324,189442
글로리아,20131205,7905
글로리아 벨,20190606,10931
글로리아를 위하여,20201029,2833
글루미 선데이,20001021,24864
금발의 초원,20060928,5547
금빛 모자이크 프리티 데이즈,20170216,4709
금의위 : 14 검의 비밀,20120614,8589
금지된 장난,19920926,2791
기기괴괴 성형수,20200909,103420
기다리다 미쳐,20080101,441337
기담,20070801,646216
기도의 힘,20200409,2296
기도하는 남자,20200220,2002
기동전사 건담 디 오리진Ⅴ: 격돌 루움 전투,20180613,10794
기동전사 건담 디 오리진Ⅵ: 탄생 붉은 혜성,20180613,13788
기묘한 가족,20190213,263598
기묘한 이야기: 리플레이,20200823,9945
기방도령,20190710,287581
기쁜 우리 젊은 날,19870502,1171
기생 : 꽃의 고백,20180125,1933
기생령,20110805,96992
기생수 파트1,20150226,187310
기생수 파트2,20150507,63560
기생충,20190530,10313201
기술자들,20141224,2564340
기억의 밤,20171129,1387779
기억의 전쟁,20200227,2366
기적,19721223,11622
기적,20210915,716255
기적의 오케스트라 - 엘 시스테마,20100812,26107
기적의 피아노,20150903,8567
기쿠지로의 여름,20020830,2471
기타가 웃는다,20111117,1222
기프트,20090326,145897
길,20061102,1628
길,20081106,1595
길,20170511,17588
길소뜸,19860405,5006
길위에서,20130523,53526
길은 멀어도 마음만은,19770716,3773
김관장 대 김관장 대 김관장,20070208,925661
김광석,20170830,98926
김군,20190523,16854
김복남 살인사건의 전말,20100902,161722
김복동,20190808,89222
김씨표류기,20090514,725031
김일성의 아이들,20200625,1728
김정일리아,20110623,1513
김종욱 찾기,20101208,1122277
깃,20050114,3060
깊고 푸른 밤,19850301,4279
깊은 밤 갑자기,19810717,1592
깊은밤 깊은 곳에,19790120,2243
까미유 끌로델,20131024,3719
까밀 리와인드,20130718,22281
까불지마,20041203,155308
까치발,20210603,2532
까칠한 그녀의 달콤한 연애비법,20091022,1951
깡철이,20131002,1209363
깨끗하고 연약한,20141030,2661
꺼져버려 종양군,20160512,2600
꼬마 니콜라,20100128,196707
꼬마 니콜라의 여름방학,20140821,31368
꼬마 마법사 레미 : 견습 마법사를 찾아서,20210519,3372
꼬마 물고기 이자벨: 바다 대모험,20190718,10998
꼬마 보트 토토: 타요 타요 배 타요,20180712,17463
꼬마 유령,20150611,15923
꼬마 자전거 스피디,20191017,9507
꼬마 잠수함 올리 2,20141204,33668
꼬마기사 트랭크,20160616,7930
꼬마돼지 베이브의 대모험,20170615,42885
꼬마마녀 요요와 네네,20131225,23057
꼬마비행기 피티와 친구들:사막구출 대작전,20181122,13710
꼬마영웅 경찰차 프로디,20130411,53735
꼬마영웅 경찰차 프로디2,20140320,25149
꼬마영웅 바비,20180530,18509
꼬마잠수함 올리,20141016,29114
꼬마참새 리차드: 아프리카 원정대,20170615,81136
꼭두각시,20130620,32628
꽃다발 같은 사랑을 했다,20210714,39546
꽃미남 연쇄 테러 사건,20070726,98284
꽃보다 남자,20080911,165593
꽃보다 처녀귀신,20150115,1567
꽃비,20100401,3965
꽃찌: 독이 있는 사랑,20180823,1067
꽃피는 봄이 오면,20040923,497689
꾸루꾸루와 친구들: 무지개 나무의 비밀,20151119,7408
꾸뻬씨의 행복여행,20141127,126862
꾼,20171122,4018341
꿀벌 하치의 대모험,20110113,84819
꿀벌과 천둥,20201029,1009
꿀벌대소동,20080103,1238064
꿈,19550116,1494
꿈꾸는 카메라,20060421,2583
꿈보다 해몽,20150212,4805
꿈은 이루어진다,20100527,101698
꿈의 제인,20170531,25110
끌로끌로,20121004,1258
끝과 시작,20130404,38809
끝까지 간다,20140529,3450388
끝없음에 관하여,20211216,4465
나 없는 내 인생,20061012,7904
"나, 다니엘 블레이크",20161208,99814
나그네와 마술사,20060428,1483
나나,20060330,71392
나나나 : 여배우 민낯 프로젝트,20120823,1028
나넬 모차르트,20110915,4624
나누와 실라의 대모험,20070815,37676
나는 갈매기,20090926,117977
나는 고양이로소이다,20170608,8496
나는 공무원이다,20120712,217866
나는 나대로 혼자서 간다,20210715,5670
나는 나를 파괴할 권리가 있다,20050415,1334
나는 나를 해고하지 않는다,20210128,18740
나는 나비,20101202,4746
"나는 내일, 어제의 너와 만난다",20171012,180797
나는 다른 언어로 꿈을 꾼다,20190307,4120
나는 부정한다,20170426,31681
나는 비와 함께 간다,20091015,212088
나는 아들을 사랑하지 않는다,20171130,1904
나는 아빠다,20110414,168049
나는 야한 여자가 좋다,20140710,1688
나는 야한 여자가 좋다 2,20141001,1248
나는 야한 여자가 좋다 3,20150326,1031
나는 영국왕을 섬겼다,20080501,5134
나는 예수님이 싫다,20190808,2325
나는 왕이로소이다,20120808,790181
나는 전설이다,20071212,2460225
나는 조선사람입니다,20211209,4764
나는 증인이다,20160914,1407
나는 할렐루야 아줌마였다,19821021,2204
나는 행복합니다,20091126,7457
"나는, 인어공주",20081023,8591
나는보리,20200521,12173
"나니아 연대기-사자,마녀 그리고 옷장",20051229,2168613
나니아 연대기: 새벽 출정호의 항해,20101208,1172586
나니아 연대기:캐스피언 왕자,20080515,1468903
나다의 마지막 프로포즈_외국영화,20081224,3040
나두야 간다,20040625,193554
나라타주,20180308,18326
나랏말싸미,20190724,958775
나루토 질풍전 극장판 4 - 더 로스트 타워,20101202,11116
나루토 질풍전 극장판-불의 의지를 잇는 자,20091022,29792
나루토 질풍전 극장판: 블러드 프리즌,20120223,7345
나루토-대흥분! 초승달 섬의 애니멀 소동,20070104,17505
나를 구하지 마세요,20200910,2405
나를 기억해,20180419,141222
나를 만나는 길,20220512,3601
나를 미치게 하는 여자,20151210,34055
나를 잊지 말아요,20160107,427197
나를 잡아줘,20211111,1111
나를 차버린 스파이,20180822,264766
나를 찾아줘,20141023,1764233
나를 찾아줘,20191127,645082
"나를 책임져, 알피",20050121,78712
나만 보이니,20210721,2289
나만 없어 고양이,20190822,5040
나만이 없는 거리,20160817,4392
나무없는 산,20090827,9184
나미야 잡화점의 기적,20180228,196807
나미야 잡화점의 기적: 또 하나의 이야기,20181108,2098
나바론 요새,19740720,12032
나부야 나부야,20180920,2789
나부코,20170401,3524
나비와 바다,20130124,1240
나비잠,20180906,10605
나비효과,20041112,957728
나비효과 2,20070308,3195
나비효과: 레버레이션,20110310,7667
나쁜 교육,20040917,21628
나쁜 나라,20151203,21576
나쁜 녀석들,20150326,4936
나쁜 녀석들: 더 무비,20190911,4573902
나쁜 녀석들: 포에버,20200115,547805
나쁜 놈이 더 잘 잔다,20100624,1666
나쁜 사랑,20150416,6107
나쁜 이웃들,20140703,42335
나쁜 피,19941210,1261
나쁜 피,20121101,1246
나쁜놈은 죽는다,20160204,14950
나소흑전기: 첫만남편,20210422,5430
나스카 카레이싱3D,20060330,5865
나에게 유일한,20040806,3002
나에게서 온 편지,20130808,9931
나오코,20080918,2541
나와 봄날의 약속,20180628,2929
나우 유 씨 미 2,20160713,3100113
나우 유 씨 미 : 마술사기단,20130822,2718237
나우이즈굿,20121108,73421
나의 PS 파트너,20121206,1831741
나의 결혼원정기,20051123,632553
나의 그리스식 웨딩 2,20160330,38305
나의 노래는 멀리멀리,20191003,4243
나의 독재자,20141030,386072
"나의 딸, 나의 누나",20170323,1729
나의 라임 오렌지 나무,20140529,7493
나의 로맨틱 가이드,20090827,74542
나의 마음은 지지 않았다,20090226,3034
나의 마지막 수트,20180906,5797
나의 붉은고래,20170615,58454
나의 사랑 나의 신부,20141008,2141197
"나의 사랑, 그리스",20170420,30241
나의 사적인 여자친구,20150108,9972
나의 산티아고,20160714,94765
나의 살던 고향은,20161124,11507
나의 서른에게,20171123,3870
나의 선택-잊혀진 가방 그 못다한 이야기,20111117,6782
나의 소녀시대,20160512,422996
"나의 아들, 나의 어머니",20151217,4307
나의 어머니,20150820,10136
나의 엔젤,20171012,9097
나의 연기 워크샵,20171228,1487
"나의 위대한 친구, 세잔",20161215,20651
나의 작은 시인에게,20190404,13352
나의 절친 악당들,20150625,133553
나의 집은 어디인가,20220407,2032
나의 첫 번째 슈퍼스타,20200610,53748
나의 첫번째 장례식,20140911,6446
나의 청춘은 너의 것,20200429,84847
나의 촛불,20220210,42123
"나의 친구, 그의 아내",20081127,3736
나의 특별한 사랑이야기,20080409,179336
나의 특별한 형제,20190501,1478300
나의 판타스틱 데뷔작,20090507,12750
나의 흑역사 로맨티카,20210922,2491
나의 히어로 아카데미아 더 무비: 두 명의 히어로,20190516,19958
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,20220309,48436
나이브스 아웃,20191204,819146
나이스 가이즈,20160706,24471
나이스 걸 라이크 유,20201118,5720
나이트 레이더스,20220303,2697
나이트 오브 컵스,20151112,2844
나이트 워치,20051208,1364
나이트 크롤러,20150226,56607
나이트 플라이트,20050909,296670
나이트 헌터,20200129,11849
나이트메어,20100520,136925
나이트메어 시네마,20190717,4817
나이트메어 앨리,20220223,40679
나이트폴,20120927,13307
나이팅게일,20140925,1128
나이팅게일,20201230,13702
나인,20091231,491162
나인 라이브즈,20060824,2574
나인 야드 2,20050224,103526
나인스 게이트: 아홉 번째 살인,20201104,2298
나인스 라이프,20170907,3166
나일 강의 죽음,20220209,232883
나잇&데이,20100624,2243484
나츠메 우인장: 세상과 연을 맺다,20181031,47019
나탈리,20101028,94875
나폴레옹 토레스전투,20131114,5032
나홀로 휴가,20160922,8229
난 그녀와 키스했다,20150722,20113
난폭한 기록,20190711,12040
날 미치게하는 남자,20051007,109955
"날, 보러와요",20160407,1063442
날나리 종부전,20080522,31236
날씨의 아이,20191030,736295
날아라 펭귄,20090924,20380
날아라 허동구,20070426,378161
날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별,20130207,8599
날으는 돼지 - 해적 마테오,20040724,6495
남과 여,19791003,3906
남과 여,20160225,203775
남과 여: 여전히 찬란한,20201015,7242
남극의 쉐프,20100211,3709
남극일기,20050519,871235
남매의 여름밤,20200820,22603
남산의 부장들,20200122,4750345
남색대문,20210818,9916
남영동1985,20121122,332643
남자 대 여자: 섹스가 문제다,20130503,1665
남자가 사랑할 때,20140122,1980120
남자들이 모르는 은밀한 것들,20060217,1668
남자사용설명서,20130214,507913
남자와 여자,20180531,2297
남주기 아까운 그녀,20081009,23858
남쪽으로 간다,20121115,2919
남쪽으로 튀어,20130206,832894
남태평양,19710807,11769
남한산성,20171003,3849129
낫아웃,20210603,12342
낭만파 남편의 편지,20130912,1132
낮술,20090205,25416
낮은데로 임하소서,19820626,1807
낮잠 공주 : 모르는 나의 이야기,20170824,8145
